order_id,order_date,region,product_category,product_name,quantity,unit_price,total_amount,customer_segment,channel
ORD-10580,2025-05-02,South,Fitness,Adjustable Dumbbells,2,233.96,449.25,Small Business,Offline
ORD-10581,2025-06-30,East,Fitness,Resistance Bands,6,23.01,141.78,Consumer,Offline
ORD-10582,2025-01-30,East,Fitness,Resistance Bands,6,19.7,120.08,Corporate,Online
ORD-10583,2025-11-01,South,Electronics,USB-C Hub,2,39.41,75.86,Corporate,Offline
ORD-10584,2025-06-27,South,Home Office,Standing Desk,8,460.46,3736.41,Corporate,Online
ORD-10585,2025-07-24,West,Fitness,Yoga Mat,8,36.94,301.29,Corporate,Online
ORD-10586,2025-09-09,West,Beauty,Hair Dryer,5,48.84,240.34,Consumer,Online
ORD-10587,2025-03-10,South,Kitchen,Blender,9,72.32,626.45,Corporate,Online
ORD-10588,2025-07-15,East,Electronics,Wireless Mouse,2,28.25,56.37,Small Business,Offline
ORD-10589,2025-05-07,North,Outdoor,Trail Backpack,5,95.71,497.44,Small Business,Offline
ORD-10590,2025-10-22,East,Outdoor,Water Bottle,2,19.09,36.68,Small Business,Online
ORD-10591,2025-12-02,South,Electronics,Noise Cancelling Headphones,3,149.93,463.08,Consumer,Offline
ORD-10592,2025-06-25,North,Kitchen,Blender,4,71.08,278.02,Consumer,Online
ORD-10593,2025-08-01,West,Kitchen,Air Fryer,1,104.63,103.31,Consumer,Offline
ORD-10594,2025-09-13,South,Beauty,Skin Care Set,2,55.05,107.49,Corporate,Online
ORD-10595,2025-05-09,South,Home Office,Desk Lamp,4,40.42,163.83,Consumer,Offline
ORD-10596,2025-07-02,North,Outdoor,Water Bottle,4,22.28,92.64,Consumer,Online
ORD-10597,2025-04-28,North,Electronics,Noise Cancelling Headphones,3,168.34,488.01,Consumer,Offline
ORD-10598,2025-07-26,South,Beauty,Hair Dryer,6,65.14,389.08,Corporate,Offline
ORD-10599,2025-07-06,South,Home Office,Ergonomic Chair,7,252.9,1772.13,Corporate,Offline
ORD-10600,2025-06-27,West,Electronics,USB-C Hub,5,60.27,308.03,Consumer,Online
ORD-10601,2025-12-02,South,Outdoor,Water Bottle,6,21.05,122.29,Corporate,Online
ORD-10602,2025-06-07,North,Beauty,Makeup Kit,6,53.11,321.88,Corporate,Offline
ORD-10603,2025-01-25,West,Electronics,USB-C Hub,6,53.04,326.49,Consumer,Offline
ORD-10604,2025-12-16,West,Outdoor,Trail Backpack,1,72.62,71.08,Consumer,Online
ORD-10605,2025-12-10,North,Beauty,Makeup Kit,4,36.33,140.93,Consumer,Online
ORD-10606,2025-10-22,East,Fitness,Resistance Bands,1,19.47,19.91,Consumer,Offline
ORD-10607,2025-03-13,West,Electronics,USB-C Hub,2,72.78,143.07,Consumer,Offline
ORD-10608,2025-01-26,West,Outdoor,Camping Tent,2,227.92,446.97,Small Business,Online
ORD-10609,2025-12-27,North,Fitness,Yoga Mat,3,29.58,88.28,Corporate,Offline
ORD-10610,2025-12-18,West,Outdoor,Trail Backpack,3,82.74,244.26,Consumer,Offline
ORD-10611,2025-07-20,West,Electronics,USB-C Hub,5,51.57,247.67,Corporate,Online
ORD-10612,2025-08-05,West,Home Office,Standing Desk,1,392.8,399.31,Small Business,Offline
ORD-10613,2025-06-06,North,Kitchen,Coffee Maker,3,100.98,307.41,Consumer,Online
ORD-10614,2025-02-08,West,Outdoor,Trail Backpack,4,112.01,443.67,Small Business,Online
ORD-10615,2025-02-06,South,Kitchen,Coffee Maker,4,101.61,404.89,Corporate,Offline
ORD-10616,2025-01-09,East,Home Office,Desk Lamp,4,41.86,164.22,Consumer,Offline
ORD-10617,2025-04-26,South,Fitness,Yoga Mat,1,35.48,35.13,Consumer,Offline
ORD-10618,2025-03-14,North,Fitness,Adjustable Dumbbells,4,188.05,730.06,Consumer,Online
ORD-10619,2025-09-05,West,Electronics,USB-C Hub,6,48.78,304.13,Corporate,Offline
ORD-10620,2025-07-29,North,Fitness,Resistance Bands,1,21.22,21.52,Consumer,Online
ORD-10621,2025-11-02,East,Outdoor,Trail Backpack,2,78.36,153.04,Consumer,Offline
ORD-10622,2025-07-28,South,Fitness,Yoga Mat,3,30.54,91.1,Consumer,Offline
ORD-10623,2025-06-05,South,Home Office,Desk Lamp,1,45.14,45.03,Consumer,Offline
ORD-10624,2025-08-19,West,Home Office,Standing Desk,7,422.51,3060.27,Corporate,Online
ORD-10625,2025-06-20,North,Electronics,Wireless Mouse,1,34.47,34.27,Consumer,Offline
ORD-10626,2025-05-23,East,Beauty,Skin Care Set,8,79.17,639.44,Corporate,Offline
ORD-10627,2025-06-23,North,Home Office,Standing Desk,7,494.11,3363.49,Corporate,Online
ORD-10628,2025-11-02,North,Beauty,Skin Care Set,5,56.46,286.0,Small Business,Offline
ORD-10629,2025-10-27,West,Fitness,Resistance Bands,2,19.43,37.38,Consumer,Online
ORD-10630,2025-08-28,South,Electronics,Wireless Mouse,2,24.75,48.68,Consumer,Offline
ORD-10631,2025-01-15,West,Home Office,Standing Desk,7,451.36,3060.75,Corporate,Offline
ORD-10632,2025-07-31,East,Electronics,Wireless Mouse,5,30.68,156.51,Small Business,Online
ORD-10633,2025-02-26,West,Home Office,Desk Lamp,4,45.33,185.77,Consumer,Offline
ORD-10634,2025-04-10,North,Fitness,Adjustable Dumbbells,8,219.12,1696.3,Corporate,Online
ORD-10635,2025-11-16,North,Fitness,Resistance Bands,2,20.04,39.38,Consumer,Offline
ORD-10636,2025-02-26,South,Home Office,Ergonomic Chair,1,300.23,288.91,Consumer,Online
ORD-10637,2025-01-19,West,Kitchen,Coffee Maker,6,91.35,550.27,Consumer,Online
ORD-10638,2025-01-19,North,Electronics,USB-C Hub,5,59.51,294.26,Consumer,Offline
ORD-10639,2025-03-19,West,Fitness,Resistance Bands,4,24.3,93.78,Corporate,Offline
ORD-10640,2025-08-06,South,Fitness,Yoga Mat,1,31.53,32.61,Consumer,Offline
ORD-10641,2025-06-08,West,Electronics,USB-C Hub,1,56.28,55.01,Consumer,Offline
ORD-10642,2025-01-24,East,Electronics,Wireless Mouse,3,29.02,88.22,Corporate,Online
ORD-10643,2025-01-12,South,Home Office,Ergonomic Chair,4,308.93,1268.83,Consumer,Online
ORD-10644,2025-12-24,South,Outdoor,Trail Backpack,6,82.19,485.7,Small Business,Offline
ORD-10645,2025-03-06,East,Kitchen,Air Fryer,1,118.82,120.54,Consumer,Offline
ORD-10646,2025-06-23,East,Kitchen,Coffee Maker,4,111.97,453.23,Consumer,Offline
ORD-10647,2025-11-19,South,Electronics,Noise Cancelling Headphones,2,134.06,267.33,Small Business,Offline
ORD-10648,2025-09-12,North,Outdoor,Trail Backpack,4,79.52,308.59,Small Business,Online
ORD-10649,2025-01-26,East,Outdoor,Water Bottle,1,24.15,24.51,Consumer,Offline
ORD-10650,2025-02-26,East,Outdoor,Water Bottle,3,24.27,70.33,Consumer,Offline
ORD-10651,2025-08-27,West,Electronics,Noise Cancelling Headphones,2,144.78,289.62,Small Business,Online
ORD-10652,2025-06-13,East,Fitness,Adjustable Dumbbells,1,187.18,187.87,Corporate,Online
ORD-10653,2025-12-30,South,Home Office,Desk Lamp,1,30.08,31.05,Consumer,Online
ORD-10654,2025-06-26,East,Beauty,Makeup Kit,5,54.45,279.29,Corporate,Online
ORD-10655,2025-04-20,South,Fitness,Resistance Bands,1,24.44,25.04,Consumer,Online
ORD-10656,2025-09-05,South,Home Office,Standing Desk,8,314.36,2463.35,Corporate,Offline
ORD-10657,2025-09-17,South,Home Office,Standing Desk,8,361.27,2956.02,Corporate,Online
ORD-10658,2025-10-16,West,Beauty,Skin Care Set,7,55.52,403.22,Corporate,Online
ORD-10659,2025-03-14,East,Kitchen,Coffee Maker,1,117.74,118.96,Consumer,Offline
ORD-10660,2025-07-14,North,Kitchen,Blender,5,79.91,410.88,Consumer,Offline
ORD-10661,2025-09-05,South,Electronics,USB-C Hub,3,46.74,138.0,Small Business,Online
ORD-10662,2025-01-09,North,Home Office,Standing Desk,5,393.17,1914.62,Consumer,Offline
ORD-10663,2025-03-01,East,Fitness,Adjustable Dumbbells,5,201.98,1043.38,Consumer,Online
ORD-10664,2025-07-10,East,Beauty,Skin Care Set,4,58.1,227.08,Small Business,Offline
ORD-10665,2025-03-01,East,Fitness,Yoga Mat,1,32.54,33.22,Consumer,Online
ORD-10666,2025-07-26,West,Electronics,USB-C Hub,5,61.35,304.91,Small Business,Offline
ORD-10667,2025-12-13,North,Beauty,Skin Care Set,5,62.81,318.9,Corporate,Online
ORD-10668,2025-04-18,East,Electronics,USB-C Hub,4,58.94,240.39,Consumer,Online
ORD-10669,2025-04-04,East,Electronics,USB-C Hub,8,62.5,488.14,Corporate,Online
ORD-10670,2025-09-15,West,Electronics,Noise Cancelling Headphones,5,141.77,682.17,Consumer,Online
ORD-10671,2025-06-07,North,Home Office,Ergonomic Chair,1,286.41,283.11,Small Business,Offline
ORD-10672,2025-08-17,South,Fitness,Adjustable Dumbbells,3,164.66,498.66,Consumer,Offline
ORD-10673,2025-06-29,East,Outdoor,Camping Tent,1,256.64,264.07,Consumer,Offline
ORD-10674,2025-04-02,East,Electronics,USB-C Hub,2,58.62,117.63,Consumer,Online
ORD-10675,2025-09-18,North,Outdoor,Trail Backpack,1,83.5,84.34,Consumer,Offline
ORD-10676,2025-06-23,North,Fitness,Resistance Bands,2,22.59,44.9,Consumer,Offline
ORD-10677,2025-09-12,West,Kitchen,Air Fryer,6,84.98,499.68,Consumer,Online
ORD-10678,2025-09-05,North,Beauty,Hair Dryer,5,52.5,255.19,Small Business,Online
ORD-10679,2025-09-03,East,Outdoor,Trail Backpack,6,80.49,497.27,Corporate,Offline
ORD-10680,2025-03-28,South,Electronics,Noise Cancelling Headphones,6,163.09,945.54,Corporate,Online
ORD-10681,2025-06-18,West,Fitness,Resistance Bands,5,22.2,107.72,Small Business,Online
ORD-10682,2025-10-01,South,Fitness,Resistance Bands,4,16.41,64.58,Consumer,Offline
ORD-10683,2025-04-25,West,Kitchen,Air Fryer,6,118.78,687.27,Consumer,Online
ORD-10684,2025-09-12,East,Electronics,USB-C Hub,4,47.56,195.97,Consumer,Online
ORD-10685,2025-04-14,West,Kitchen,Coffee Maker,6,104.86,621.73,Consumer,Offline
ORD-10686,2025-03-22,West,Beauty,Makeup Kit,2,64.36,127.44,Small Business,Offline
ORD-10687,2025-07-30,North,Fitness,Adjustable Dumbbells,5,184.25,941.81,Consumer,Online
ORD-10688,2025-07-14,East,Electronics,USB-C Hub,8,58.37,475.3,Corporate,Offline
ORD-10689,2025-06-28,South,Electronics,Noise Cancelling Headphones,3,175.67,541.77,Consumer,Offline
ORD-10690,2025-01-09,North,Home Office,Desk Lamp,1,38.9,40.12,Consumer,Online
ORD-10691,2025-10-17,South,Kitchen,Blender,3,64.97,191.05,Consumer,Online
ORD-10692,2025-11-23,North,Kitchen,Coffee Maker,2,78.05,156.52,Consumer,Offline
ORD-10693,2025-11-11,North,Outdoor,Camping Tent,3,185.47,544.47,Corporate,Online
ORD-10694,2025-10-07,West,Outdoor,Trail Backpack,5,66.4,333.5,Consumer,Online
ORD-10695,2025-07-03,East,Beauty,Makeup Kit,5,50.56,247.3,Consumer,Offline
ORD-10696,2025-08-20,West,Electronics,Wireless Mouse,4,25.73,100.55,Consumer,Offline
ORD-10697,2025-06-28,North,Electronics,Noise Cancelling Headphones,5,158.93,799.31,Small Business,Offline
ORD-10698,2025-03-10,West,Fitness,Resistance Bands,5,28.98,144.51,Consumer,Offline
ORD-10699,2025-05-10,West,Home Office,Desk Lamp,4,45.44,182.17,Consumer,Offline
ORD-10700,2025-06-17,North,Beauty,Skin Care Set,8,63.54,511.64,Corporate,Online
ORD-10701,2025-02-13,North,Kitchen,Blender,6,74.13,459.36,Corporate,Offline
ORD-10702,2025-01-27,South,Outdoor,Trail Backpack,2,90.49,174.05,Consumer,Online
ORD-10703,2025-04-23,East,Home Office,Desk Lamp,5,48.5,242.13,Consumer,Offline
ORD-10704,2025-09-21,West,Fitness,Adjustable Dumbbells,4,188.07,749.11,Consumer,Online
ORD-10705,2025-08-20,West,Kitchen,Blender,4,60.41,250.95,Consumer,Online
ORD-10706,2025-04-04,South,Home Office,Desk Lamp,5,49.86,257.61,Consumer,Online
ORD-10707,2025-10-24,South,Home Office,Ergonomic Chair,4,248.56,1005.54,Corporate,Online
ORD-10708,2025-01-19,West,Home Office,Ergonomic Chair,5,257.26,1290.21,Consumer,Online
ORD-10709,2025-01-17,East,Electronics,USB-C Hub,4,51.7,210.96,Consumer,Online
ORD-10710,2025-09-13,West,Home Office,Ergonomic Chair,8,246.9,1997.81,Corporate,Offline
ORD-10711,2025-05-31,South,Fitness,Yoga Mat,2,37.72,77.0,Consumer,Offline
ORD-10712,2025-05-17,North,Kitchen,Air Fryer,5,112.67,547.96,Corporate,Offline
ORD-10713,2025-10-22,North,Kitchen,Coffee Maker,6,79.14,468.68,Corporate,Online
ORD-10714,2025-04-06,North,Beauty,Makeup Kit,1,52.18,50.7,Consumer,Offline
ORD-10715,2025-11-06,East,Kitchen,Air Fryer,6,102.16,589.89,Small Business,Online
ORD-10716,2025-01-20,West,Electronics,USB-C Hub,2,58.6,113.62,Consumer,Online
ORD-10717,2025-02-25,East,Kitchen,Blender,6,86.28,509.18,Small Business,Offline
ORD-10718,2025-09-12,East,Home Office,Ergonomic Chair,6,244.94,1433.0,Corporate,Online
ORD-10719,2025-12-08,West,Home Office,Standing Desk,8,387.96,3155.98,Corporate,Offline
ORD-10720,2025-06-01,North,Kitchen,Coffee Maker,5,90.08,439.92,Consumer,Online
ORD-10721,2025-12-20,South,Kitchen,Blender,9,69.17,606.65,Corporate,Offline
ORD-10722,2025-12-10,South,Fitness,Resistance Bands,2,18.78,38.84,Consumer,Offline
ORD-10723,2025-05-31,South,Electronics,Noise Cancelling Headphones,2,165.15,324.87,Small Business,Online
ORD-10724,2025-03-19,East,Beauty,Skin Care Set,7,76.17,521.04,Corporate,Online
ORD-10725,2025-08-04,East,Outdoor,Water Bottle,5,23.95,116.15,Consumer,Offline
ORD-10726,2025-12-03,South,Fitness,Adjustable Dumbbells,2,150.47,308.19,Consumer,Online
ORD-10727,2025-05-18,East,Electronics,Noise Cancelling Headphones,3,182.8,531.22,Small Business,Online
ORD-10728,2025-06-12,North,Electronics,USB-C Hub,6,48.97,299.78,Small Business,Online
ORD-10729,2025-08-09,North,Electronics,Wireless Mouse,3,28.05,81.67,Small Business,Offline
ORD-10730,2025-08-02,East,Electronics,USB-C Hub,5,49.12,241.04,Corporate,Online
ORD-10731,2025-07-28,West,Home Office,Standing Desk,3,463.31,1349.66,Small Business,Offline
ORD-10732,2025-01-31,West,Outdoor,Water Bottle,3,27.05,78.9,Small Business,Offline
ORD-10733,2025-05-20,North,Fitness,Adjustable Dumbbells,6,199.76,1169.19,Consumer,Offline
ORD-10734,2025-03-26,East,Kitchen,Coffee Maker,3,97.13,288.95,Corporate,Online
ORD-10735,2025-01-27,South,Kitchen,Blender,6,73.0,423.74,Corporate,Online
ORD-10736,2025-09-08,East,Outdoor,Camping Tent,6,161.96,940.31,Consumer,Offline
ORD-10737,2025-05-11,North,Fitness,Adjustable Dumbbells,3,195.04,597.62,Corporate,Online
ORD-10738,2025-08-07,North,Kitchen,Coffee Maker,4,76.15,307.64,Small Business,Offline
ORD-10739,2025-08-29,North,Electronics,Wireless Mouse,4,23.21,93.17,Consumer,Online
ORD-10740,2025-04-07,East,Beauty,Makeup Kit,6,51.83,313.92,Small Business,Offline
ORD-10741,2025-12-09,South,Fitness,Resistance Bands,6,22.75,140.51,Small Business,Offline
ORD-10742,2025-03-15,East,Fitness,Yoga Mat,5,37.86,189.92,Corporate,Online
ORD-10743,2025-04-21,South,Home Office,Ergonomic Chair,6,316.42,1882.02,Consumer,Online
ORD-10744,2025-07-20,West,Home Office,Standing Desk,4,416.81,1667.77,Consumer,Offline
ORD-10745,2025-07-28,South,Outdoor,Water Bottle,4,23.31,89.52,Corporate,Offline
ORD-10746,2025-07-18,South,Home Office,Ergonomic Chair,6,310.71,1843.17,Consumer,Online
ORD-10747,2025-07-05,East,Electronics,Wireless Mouse,10,26.13,270.54,Corporate,Online
ORD-10748,2025-09-20,East,Electronics,Noise Cancelling Headphones,3,112.48,330.76,Corporate,Online
ORD-10749,2025-11-16,South,Kitchen,Blender,6,59.91,366.9,Consumer,Offline
ORD-10750,2025-10-25,West,Beauty,Hair Dryer,3,49.37,152.77,Small Business,Online
ORD-10751,2025-10-01,South,Home Office,Ergonomic Chair,6,244.4,1523.19,Consumer,Online
ORD-10752,2025-12-28,East,Electronics,Noise Cancelling Headphones,7,113.19,774.71,Corporate,Online
ORD-10753,2025-03-18,East,Fitness,Adjustable Dumbbells,5,239.46,1225.37,Corporate,Offline
ORD-10754,2025-06-08,South,Beauty,Hair Dryer,5,72.27,358.27,Consumer,Offline
ORD-10755,2025-09-23,West,Fitness,Adjustable Dumbbells,5,184.92,942.59,Consumer,Offline
ORD-10756,2025-06-29,South,Home Office,Desk Lamp,5,40.6,195.7,Consumer,Online
ORD-10757,2025-03-04,North,Beauty,Skin Care Set,8,69.87,538.29,Corporate,Offline
ORD-10758,2025-10-13,South,Outdoor,Trail Backpack,1,74.31,72.54,Consumer,Offline
ORD-10759,2025-03-24,West,Electronics,Wireless Mouse,3,33.07,101.08,Corporate,Online
ORD-10760,2025-01-01,East,Outdoor,Water Bottle,5,22.33,112.93,Corporate,Online
ORD-10761,2025-09-26,West,Outdoor,Water Bottle,6,20.73,121.52,Consumer,Offline
ORD-10762,2025-03-18,South,Electronics,USB-C Hub,1,52.99,52.06,Consumer,Online
ORD-10763,2025-07-29,East,Kitchen,Air Fryer,2,121.11,248.01,Consumer,Online
ORD-10764,2025-08-02,South,Electronics,USB-C Hub,1,48.81,47.08,Consumer,Online
ORD-10765,2025-01-28,South,Home Office,Standing Desk,2,407.87,793.04,Consumer,Online
ORD-10766,2025-09-22,South,Fitness,Yoga Mat,3,29.09,85.98,Small Business,Online
ORD-10767,2025-04-02,West,Electronics,Noise Cancelling Headphones,1,191.89,197.37,Small Business,Offline
ORD-10768,2025-03-15,West,Home Office,Ergonomic Chair,6,346.75,2084.89,Consumer,Online
ORD-10769,2025-02-23,East,Kitchen,Air Fryer,9,105.56,948.89,Corporate,Offline
ORD-10770,2025-06-05,North,Beauty,Hair Dryer,1,67.02,66.47,Consumer,Online
ORD-10771,2025-10-25,East,Outdoor,Camping Tent,7,195.38,1331.05,Corporate,Offline
ORD-10772,2025-07-04,South,Home Office,Standing Desk,6,401.17,2388.22,Consumer,Online
ORD-10773,2025-05-15,East,Kitchen,Air Fryer,5,135.19,685.89,Corporate,Offline
ORD-10774,2025-02-07,South,Electronics,USB-C Hub,2,51.44,103.58,Small Business,Online
ORD-10775,2025-03-19,South,Kitchen,Blender,6,81.38,474.86,Consumer,Online
ORD-10776,2025-12-04,South,Fitness,Adjustable Dumbbells,5,153.42,778.81,Consumer,Online
ORD-10777,2025-08-18,West,Home Office,Desk Lamp,5,36.15,178.21,Consumer,Online
ORD-10778,2025-07-27,North,Kitchen,Coffee Maker,3,85.27,263.35,Consumer,Online
ORD-10779,2025-07-31,South,Home Office,Standing Desk,1,367.07,353.93,Consumer,Online
ORD-10780,2025-01-05,South,Outdoor,Water Bottle,5,21.31,107.53,Consumer,Offline
ORD-10781,2025-07-06,South,Fitness,Adjustable Dumbbells,8,190.05,1553.84,Corporate,Online
ORD-10782,2025-12-31,West,Kitchen,Air Fryer,3,105.18,322.48,Small Business,Online
ORD-10783,2025-05-24,West,Kitchen,Blender,6,83.01,506.1,Consumer,Online
ORD-10784,2025-06-18,East,Electronics,USB-C Hub,5,48.61,245.27,Corporate,Online
ORD-10785,2025-05-31,North,Electronics,Noise Cancelling Headphones,4,160.47,622.51,Small Business,Offline
ORD-10786,2025-03-22,West,Beauty,Makeup Kit,5,59.28,293.66,Small Business,Online
ORD-10787,2025-11-17,East,Beauty,Hair Dryer,4,44.81,179.49,Corporate,Online
ORD-10788,2025-10-06,West,Kitchen,Air Fryer,6,105.2,607.58,Consumer,Online
ORD-10789,2025-02-10,West,Kitchen,Air Fryer,2,144.31,295.34,Small Business,Offline
ORD-10790,2025-06-17,South,Outdoor,Water Bottle,1,24.55,25.22,Consumer,Offline
ORD-10791,2025-08-21,North,Electronics,USB-C Hub,2,54.31,111.83,Consumer,Offline
ORD-10792,2025-03-08,South,Kitchen,Coffee Maker,5,100.51,499.47,Corporate,Online
ORD-10793,2025-05-19,West,Electronics,Wireless Mouse,3,32.91,95.41,Corporate,Offline
ORD-10794,2025-10-11,South,Outdoor,Trail Backpack,2,74.55,150.82,Consumer,Offline
ORD-10795,2025-11-18,West,Electronics,Wireless Mouse,5,27.11,134.34,Corporate,Offline
ORD-10796,2025-05-19,East,Electronics,Wireless Mouse,6,33.97,207.56,Consumer,Online
ORD-10797,2025-08-02,North,Beauty,Skin Care Set,2,55.34,109.31,Consumer,Online
ORD-10798,2025-02-02,North,Kitchen,Coffee Maker,9,116.71,1050.07,Corporate,Offline
ORD-10799,2025-03-09,East,Kitchen,Coffee Maker,10,122.4,1268.16,Corporate,Offline
ORD-10800,2025-01-07,East,Electronics,Noise Cancelling Headphones,6,158.99,986.93,Consumer,Online
